"","ensembl_gene_id","external_gene_id","affy_chicken","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"17","ENSGALG00000000044","WFIKKN1","GgaAffx.47.1.S1_at",1.4201933679336,-0.131582670153771,0.531053915959548,-0.247776480314654,0.804307353569681,NA
"18","ENSGALG00000000048","","GgaAffx.50.1.S1_at",1.04362259713568,-0.0745256493582177,0.443881637562337,-0.167895319498887,0.866665632360282,NA
"19","ENSGALG00000000049","CSDC2","Gga.9779.1.S1_at",9.00369940857969,0.129968676463097,0.477192167902784,0.272361294264944,0.785344230783357,0.894960253327741
"20","ENSGALG00000000054","OAT","Gga.12529.1.S1_at",7997.34474090039,0.634387507685,0.204398114970942,3.10368570559071,0.00191126246288659,0.0188724659947859
"21","ENSGALG00000000054","OAT","GgaAffx.12708.1.S1_s_at",7997.34474090039,0.634387507685,0.204398114970942,3.10368570559071,0.00191126246288659,0.0188724659947859
"22","ENSGALG00000000055","LAMTOR3","Gga.4355.2.S1_s_at",191.426462915523,0.681458318867719,0.312066681308652,2.18369457453779,0.0289846987187168,0.121715276940559
"23","ENSGALG00000000056","DAPP1","Gga.20081.1.S1_s_at",24.0536910696818,-0.431215797223135,0.405301903513923,-1.06393726129717,0.287357121801136,0.510556318150676
"24","ENSGALG00000000059","TUBB3","Gga.9143.1.S1_x_at",83.2037410285779,0.120199266965726,0.477505704692314,0.251723206203742,0.801255018503824,0.903300463069277
"25","ENSGALG00000000062","ARMC1","GgaAffx.11437.1.S1_at",1400.33758914449,-0.870537209863688,0.266397296107498,-3.26781548680737,0.00108380998058101,0.0123633001413858
"26","ENSGALG00000000062","ARMC1","Gga.9825.2.S1_s_at",1400.33758914449,-0.870537209863688,0.266397296107498,-3.26781548680737,0.00108380998058101,0.0123633001413858
"27","ENSGALG00000000062","ARMC1","GgaAffx.9875.1.S1_s_at",1400.33758914449,-0.870537209863688,0.266397296107498,-3.26781548680737,0.00108380998058101,0.0123633001413858
"28","ENSGALG00000000065","PSMA5","GgaAffx.12408.1.S1_at",343.886410313536,0.837683435961927,0.395919350798187,2.11579311360541,0.0343624070515569,0.135475237225366
"29","ENSGALG00000000067","SPR","Gga.13308.1.S1_at",93.7671433682774,-0.473484464082582,0.295134315753738,-1.60430163084682,0.108647581809348,0.280584813730857
"30","ENSGALG00000000067","SPR","GgaAffx.26561.1.S1_s_at",93.7671433682774,-0.473484464082582,0.295134315753738,-1.60430163084682,0.108647581809348,0.280584813730857
"31","ENSGALG00000000067","SPR","GgaAffx.26561.1.S1_at",93.7671433682774,-0.473484464082582,0.295134315753738,-1.60430163084682,0.108647581809348,0.280584813730857
"32","ENSGALG00000000071","C11orf82","GgaAffx.63.1.S1_at",43.1085625862339,-0.0637013596668256,0.336064773027248,-0.189550838943958,0.849661113505139,0.927528956243889
"33","ENSGALG00000000075","SCRIB","GgaAffx.11265.2.S1_at",39.9198123438129,0.432084685534861,0.472985577954729,0.913526132029796,0.360965896257066,0.580046873337824
"34","ENSGALG00000000075","SCRIB","GgaAffx.25293.1.S1_at",39.9198123438129,0.432084685534861,0.472985577954729,0.913526132029796,0.360965896257066,0.580046873337824
"35","ENSGALG00000000075","SCRIB","GgaAffx.11265.1.S1_at",39.9198123438129,0.432084685534861,0.472985577954729,0.913526132029796,0.360965896257066,0.580046873337824
"36","ENSGALG00000000076","NRBP2","GgaAffx.24355.1.S1_at",19.8802988933108,-1.7908302959725,0.485068743056201,-3.6919103149984,0.000222575957323547,0.00367152993159367
"37","ENSGALG00000000076","NRBP2","GgaAffx.24355.2.S1_at",19.8802988933108,-1.7908302959725,0.485068743056201,-3.6919103149984,0.000222575957323547,0.00367152993159367
"38","ENSGALG00000000080","","GgaAffx.65.1.S1_at",6.66592008912457,0.00459237166435285,0.51776253408408,0.00886964846244956,0.992923137222433,0.996445390281044
"39","ENSGALG00000000081","IL4I1","GgaAffx.22018.1.S1_at",2.95817860670766,-1.25804762297162,0.553666245118621,-2.27221296956993,0.0230736503012768,0.10513852621405
"40","ENSGALG00000000085","GFPT1","GgaAffx.74.1.S1_s_at",2611.77987263308,0.0558117296308662,0.384829659139547,0.145029698998922,0.884687423271254,0.946767815560574
"41","ENSGALG00000000085","GFPT1","GgaAffx.12922.1.S1_at",2611.77987263308,0.0558117296308662,0.384829659139547,0.145029698998922,0.884687423271254,0.946767815560574
"42","ENSGALG00000000085","GFPT1","Gga.13536.1.S1_s_at",2611.77987263308,0.0558117296308662,0.384829659139547,0.145029698998922,0.884687423271254,0.946767815560574
"43","ENSGALG00000000086","TIMM17A","GgaAffx.12582.1.S1_s_at",3082.72623503674,0.60303259700841,0.321600180729039,1.87510030510987,0.0607789255981807,0.194067246633469
"44","ENSGALG00000000086","TIMM17A","Gga.6328.1.S1_a_at",3082.72623503674,0.60303259700841,0.321600180729039,1.87510030510987,0.0607789255981807,0.194067246633469
"45","ENSGALG00000000086","TIMM17A","Gga.6328.2.S1_s_at",3082.72623503674,0.60303259700841,0.321600180729039,1.87510030510987,0.0607789255981807,0.194067246633469
"46","ENSGALG00000000091","INTS4","Gga.10789.2.S1_a_at",1928.67667984551,-0.0439719423048939,0.393087016882165,-0.11186312550759,0.910931934625424,0.959803964762384
"47","ENSGALG00000000091","INTS4","GgaAffx.444.2.S1_at",1928.67667984551,-0.0439719423048939,0.393087016882165,-0.11186312550759,0.910931934625424,0.959803964762384
"48","ENSGALG00000000091","INTS4","Gga.6110.1.S1_at",1928.67667984551,-0.0439719423048939,0.393087016882165,-0.11186312550759,0.910931934625424,0.959803964762384
"49","ENSGALG00000000091","INTS4","GgaAffx.444.1.S1_at",1928.67667984551,-0.0439719423048939,0.393087016882165,-0.11186312550759,0.910931934625424,0.959803964762384
"50","ENSGALG00000000094","ADIPOR1","Gga.20068.1.A1_at",86.1384524196585,0.539772051454951,0.278402868571953,1.93881641458535,0.0525236966504002,0.176210539963216
"51","ENSGALG00000000094","ADIPOR1","Gga.8743.1.S1_at",86.1384524196585,0.539772051454951,0.278402868571953,1.93881641458535,0.0525236966504002,0.176210539963216
"52","ENSGALG00000000098","ANTXR1","GgaAffx.79.1.S1_at",0.438963267092785,-0.370707552746986,0.382884612046356,-0.968196529930285,0.332946227617007,NA
"53","ENSGALG00000000099","","GgaAffx.80.1.S1_at",2.49812670329371,0.399540382903238,0.549189225290683,0.727509507659702,0.466913893151329,0.67134889935048
"54","ENSGALG00000000104","","Gga.5544.1.S1_at",1.85881973749817,-0.310779298106234,0.54936839718087,-0.565702904828571,0.571595760225858,NA
"55","ENSGALG00000000106","LRIF1","Gga.11624.1.S1_at",180.137978798018,0.273371259130637,0.289449404038621,0.944452658448594,0.344938383139342,0.565207463597567
"56","ENSGALG00000000106","LRIF1","Gga.10111.1.S1_s_at",180.137978798018,0.273371259130637,0.289449404038621,0.944452658448594,0.344938383139342,0.565207463597567
"57","ENSGALG00000000106","LRIF1","GgaAffx.22708.1.S1_s_at",180.137978798018,0.273371259130637,0.289449404038621,0.944452658448594,0.344938383139342,0.565207463597567
"58","ENSGALG00000000106","LRIF1","Gga.5544.1.S1_at",180.137978798018,0.273371259130637,0.289449404038621,0.944452658448594,0.344938383139342,0.565207463597567
"59","ENSGALG00000000107","TRIM7.1","GgaAffx.22894.1.S1_s_at",0.257632801989496,0.182486435984209,0.242460527344621,0.752643896236487,0.451663932071332,NA
"60","ENSGALG00000000107","TRIM7.1","GgaAffx.22894.4.S1_s_at",0.257632801989496,0.182486435984209,0.242460527344621,0.752643896236487,0.451663932071332,NA
"61","ENSGALG00000000109","AFMID","Gga.7243.1.S1_at",32.1706546000387,0.407028077145147,0.385364968616502,1.05621452465287,0.290870216375909,0.514075654317973
"62","ENSGALG00000000112","PLP1","Gga.1803.2.S1_a_at",0.598147614796959,-0.195810959442051,0.423392043675464,-0.462481433855528,0.643736113444274,NA
"63","ENSGALG00000000113","ZMAT3","GgaAffx.115.1.S1_at",29.0491913655074,0.840747120753365,0.457570036322474,1.8374173438246,0.0661483083621333,0.204629376004893
"64","ENSGALG00000000115","HEP21","Gga.12.1.S1_at",70.1558093387386,0.98097052600569,0.43199273052968,2.27080331838661,0.0231588869876798,0.105374332590504
"65","ENSGALG00000000117","TRIM27.1","GgaAffx.82.1.S1_s_at",0.829045474562705,-0.394415346413901,0.386795429267414,-1.01970012200227,0.307870703806507,NA
"66","ENSGALG00000000117","TRIM27.1","GgaAffx.82.1.S1_at",0.829045474562705,-0.394415346413901,0.386795429267414,-1.01970012200227,0.307870703806507,NA
"67","ENSGALG00000000117","TRIM27.1","Gga.10379.1.S1_at",0.829045474562705,-0.394415346413901,0.386795429267414,-1.01970012200227,0.307870703806507,NA
"68","ENSGALG00000000117","TRIM27.1","GgaAffx.12890.1.S1_s_at",0.829045474562705,-0.394415346413901,0.386795429267414,-1.01970012200227,0.307870703806507,NA
"69","ENSGALG00000000117","TRIM27.1","Gga.8738.1.S1_at",0.829045474562705,-0.394415346413901,0.386795429267414,-1.01970012200227,0.307870703806507,NA
"70","ENSGALG00000000117","TRIM27.1","GgaAffx.22894.1.S1_x_at",0.829045474562705,-0.394415346413901,0.386795429267414,-1.01970012200227,0.307870703806507,NA
"71","ENSGALG00000000122","GNB2L1","Gga.4181.1.S1_s_at",7708.09483139537,0.791878138629665,0.255755868770881,3.09622665722314,0.00196000477884118,0.0192277556866589
"72","ENSGALG00000000129","TCF25","Gga.6193.1.S1_at",370.928158514489,0.631041814673486,0.26128234468901,2.41517204472649,0.0157277788197712,0.0817526619772765
"73","ENSGALG00000000132","ARHGAP25","GgaAffx.12684.1.S1_s_at",14.8072889153929,-0.17221166690162,0.546514128699918,-0.315109267735288,0.752678692079003,0.874287834075754
"74","ENSGALG00000000136","BLEC2","",0.35218330787884,0.212325407157385,0.342538107558689,0.619859228716634,0.535350470279461,NA
"75","ENSGALG00000000137","SNRPE","Gga.3409.2.S1_a_at",1923.8566081395,0.977293120075754,0.358127554932951,2.72889674813971,0.00635465972748675,0.0442791437661577
"76","ENSGALG00000000139","","GgaAffx.96.1.S1_s_at",0.279242871649607,0.031122263319589,0.264961126450615,0.117459733571105,0.906495751062097,NA
"77","ENSGALG00000000139","","GgaAffx.96.1.S1_at",0.279242871649607,0.031122263319589,0.264961126450615,0.117459733571105,0.906495751062097,NA
"78","ENSGALG00000000140","","GgaAffx.97.1.S1_at",8.29006206490416,-0.054412508895684,0.197446030984375,-0.275581679836299,NA,NA
"79","ENSGALG00000000141","BLB1","Gga.217.1.S1_x_at",0.0850234552358922,-0.0480172517936684,0.152616465736333,-0.314626941215014,0.753044921140846,NA
"80","ENSGALG00000000142","CEPT1","GgaAffx.12256.1.S1_s_at",1540.63431465292,0.315472969993025,0.262057059527105,1.20383312917542,0.22865408214995,0.446959681051794
"81","ENSGALG00000000146","SUPT6H","GgaAffx.2461.1.S1_at",913.238737056639,0.61244249131914,0.460658470139832,1.3294936075597,0.183685173384523,0.392039926916141
"82","ENSGALG00000000146","SUPT6H","GgaAffx.99.2.S1_s_at",913.238737056639,0.61244249131914,0.460658470139832,1.3294936075597,0.183685173384523,0.392039926916141
"83","ENSGALG00000000150","RPL9","Gga.4776.1.S1_a_at",44197.5003555242,0.919122508876518,0.386356524806313,2.3789491049421,0.0173620729585763,0.0874981930512132
"84","ENSGALG00000000151","ADAMTS19","GgaAffx.102.1.S1_at",42.4173126441204,-0.577765737654682,0.540972386102657,-1.06801336352322,0.285514483777355,0.508720185549449
"85","ENSGALG00000000154","DENND2D","Gga.19424.1.S1_at",6.11485215101321,0.091508976557448,0.548038170399239,0.16697555298162,0.867389284750221,0.937028844509165
"86","ENSGALG00000000154","DENND2D","GgaAffx.103.1.S1_at",6.11485215101321,0.091508976557448,0.548038170399239,0.16697555298162,0.867389284750221,0.937028844509165
"87","ENSGALG00000000156","BRD2","Gga.4924.1.S1_at",136.043355058748,0.213078903061627,0.336123899636885,0.633929641099061,0.526126740345121,0.718519212375741
"88","ENSGALG00000000158","DMA","Gga.11016.1.S1_at",2.49026735405058,0.288473048848164,0.481765391979422,0.598783253531183,0.549317431087589,0.73528223919886
"89","ENSGALG00000000160","ZNF638","",1.42062963894161,0.679439383087634,0.531666264813002,1.27794337924865,0.201269391220692,NA
"90","ENSGALG00000000161","ISOC1","GgaAffx.107.1.S1_at",17.0031711933935,-0.261326209725667,0.482130779670013,-0.542023493925295,0.587802321250909,0.762882333670752
"91","ENSGALG00000000164","MYBPH","Gga.882.1.S1_at",13.6412799505238,0.830153470381721,0.462343240315953,1.7955350008241,0.0725685013994356,0.216843190344867
"92","ENSGALG00000000165","CDS2","Gga.7937.1.S1_at",156.598505361235,0.724485614874193,0.295216664807933,2.45408102332414,0.0141245152598802,0.0762562092942768
"93","ENSGALG00000000166","DMB2","",28.6705323971635,0.386899845128097,0.474494896898512,0.815393058296367,0.414847356542705,0.628772125185809
"94","ENSGALG00000000168","ADORA1","Gga.4980.1.S1_at",0.415030354944599,0.263030295233613,0.285741950105381,0.920516903928906,0.357302703627179,NA
"95","ENSGALG00000000169","PCNA","Gga.4036.1.S1_at",2074.29862859538,0.265518447103224,0.253267558152201,1.04837133125302,0.294467556766933,0.517984590762415
"96","ENSGALG00000000171","TMEM230","GgaAffx.11863.1.S1_at",569.548939973412,0.811967227428565,0.356822148854423,2.27555164396432,0.0228728583445004,0.10466794703025
"97","ENSGALG00000000177","KLF3","Gga.12232.1.S1_at",155.776779228356,-0.42122461663453,0.34492170055314,-1.22121807923081,0.222003460770067,0.439424726617821
"98","ENSGALG00000000181","TAP2","Gga.2865.1.S1_at",0.382739120587027,-0.242950416008343,0.321547488961808,-0.755566205143648,0.449909324360055,NA
"99","ENSGALG00000000182","","",1.11983050119655,0.237888772258923,0.456475795347421,0.521142138714863,0.602267758031752,NA
"100","ENSGALG00000000183","STAMBP","Gga.18920.1.S1_at",140.481035453527,-1.11856988031096,0.334172554630756,-3.34728230912596,0.000816080555232844,0.010037790829364
"101","ENSGALG00000000184","SLC27A6","GgaAffx.114.1.S1_s_at",9.92494908026737,-0.275734952315499,0.554248145031938,-0.497493685431478,0.618840954748779,0.784891755653125
"102","ENSGALG00000000186","MTCH1","GgaAffx.117.2.S1_s_at",2.95918368922221,-0.677916615852933,0.549801522720897,-1.23302062260215,0.217568070184948,0.434664510920233
"103","ENSGALG00000000186","MTCH1","GgaAffx.117.1.S1_at",2.95918368922221,-0.677916615852933,0.549801522720897,-1.23302062260215,0.217568070184948,0.434664510920233
"104","ENSGALG00000000187","","GgaAffx.118.3.S1_s_at",3.83957822686426,-0.999070168103193,0.554304444062679,-1.80238527546465,0.0714848102168976,0.21479609995072
"105","ENSGALG00000000187","","GgaAffx.118.1.S1_at",3.83957822686426,-0.999070168103193,0.554304444062679,-1.80238527546465,0.0714848102168976,0.21479609995072
"106","ENSGALG00000000187","","GgaAffx.118.2.S1_s_at",3.83957822686426,-0.999070168103193,0.554304444062679,-1.80238527546465,0.0714848102168976,0.21479609995072
"107","ENSGALG00000000188","","GgaAffx.11066.2.S1_s_at",0.415030354944599,0.263030295233613,0.285741950105381,0.920516903928906,0.357302703627179,NA
"108","ENSGALG00000000189","YTHDC2","GgaAffx.121.1.S1_at",235.463076396598,0.185845222973524,0.231659975556256,0.802232766049799,0.422418325971279,0.63443299234238
"109","ENSGALG00000000189","YTHDC2","GgaAffx.21466.1.S1_at",235.463076396598,0.185845222973524,0.231659975556256,0.802232766049799,0.422418325971279,0.63443299234238
"110","ENSGALG00000000189","YTHDC2","Gga.17816.1.S1_at",235.463076396598,0.185845222973524,0.231659975556256,0.802232766049799,0.422418325971279,0.63443299234238
"111","ENSGALG00000000189","YTHDC2","GgaAffx.21466.1.S1_s_at",235.463076396598,0.185845222973524,0.231659975556256,0.802232766049799,0.422418325971279,0.63443299234238
"112","ENSGALG00000000193","","GgaAffx.122.1.S1_at",8.01542374489466,-0.111325323720558,0.555015499162588,-0.200580567368888,0.841026554251201,0.92366073893955
"113","ENSGALG00000000194","","Gga.7598.1.S1_at",0.63839726182869,0.2921782209772,0.342855467556007,0.85219064190502,0.394108289754874,NA
"114","ENSGALG00000000194","","GgaAffx.124.1.S1_s_at",0.63839726182869,0.2921782209772,0.342855467556007,0.85219064190502,0.394108289754874,NA
"115","ENSGALG00000000195","SVCT2","Gga.10257.2.S1_a_at",222.209437808813,-1.01428299287922,0.337883636917121,-3.0018707094952,0.00268326111263923,0.0244097871458968
"116","ENSGALG00000000195","SVCT2","GgaAffx.24870.1.S1_s_at",222.209437808813,-1.01428299287922,0.337883636917121,-3.0018707094952,0.00268326111263923,0.0244097871458968
"117","ENSGALG00000000195","SVCT2","Gga.7071.1.S1_at",222.209437808813,-1.01428299287922,0.337883636917121,-3.0018707094952,0.00268326111263923,0.0244097871458968
"118","ENSGALG00000000196","DAD1","Gga.4960.1.S1_at",1416.21918672275,1.01629827274493,0.257632332230617,3.94476214978793,7.9879224989039e-05,0.00164857703787002
"119","ENSGALG00000000199","","Gga.5028.1.S1_at",0.140899420001407,-0.0733208878116411,0.186868880457292,-0.392365425597967,0.694788228452099,NA
"120","ENSGALG00000000201","PLEKHM1","GgaAffx.11636.1.S1_at",2.60419669224548,-0.427848288150246,0.53069534440362,-0.806203206155972,0.420125690361004,0.633294566687775
"121","ENSGALG00000000201","PLEKHM1","GgaAffx.128.1.S1_s_at",2.60419669224548,-0.427848288150246,0.53069534440362,-0.806203206155972,0.420125690361004,0.633294566687775
"122","ENSGALG00000000206","RASSF2","GgaAffx.11475.1.S1_s_at",18.0136472528559,-0.485423643750308,0.390319037126986,-1.24365864223113,0.213625223458738,0.429771480403456
"123","ENSGALG00000000208","MCC","GgaAffx.133.1.S1_at",213.633150976576,-0.698608420864349,0.42109371255441,-1.65903313214177,0.0971091161321586,0.260523176422832
"124","ENSGALG00000000209","PRNP","Gga.3867.1.S1_at",15.1909734648832,-1.41363276663499,0.529254158559109,-2.67099038103659,0.00756278139824558,0.0504613245609994
"125","ENSGALG00000000215","DCP2","GgaAffx.25283.1.S1_s_at",1088.93613911897,-0.0547649929328579,0.253270023908966,-0.216231641185229,0.82880719080631,0.915986148175037
"126","ENSGALG00000000215","DCP2","GgaAffx.20241.1.S1_s_at",1088.93613911897,-0.0547649929328579,0.253270023908966,-0.216231641185229,0.82880719080631,0.915986148175037
"127","ENSGALG00000000215","DCP2","GgaAffx.25283.1.S1_at",1088.93613911897,-0.0547649929328579,0.253270023908966,-0.216231641185229,0.82880719080631,0.915986148175037
"128","ENSGALG00000000215","DCP2","GgaAffx.20241.1.S1_at",1088.93613911897,-0.0547649929328579,0.253270023908966,-0.216231641185229,0.82880719080631,0.915986148175037
"129","ENSGALG00000000215","DCP2","Gga.16383.1.S1_at",1088.93613911897,-0.0547649929328579,0.253270023908966,-0.216231641185229,0.82880719080631,0.915986148175037
"130","ENSGALG00000000218","","Gga.9993.1.S1_at",8370.75383571507,0.716104807267221,0.503453535022771,1.42238510101003,0.154914485938009,0.351445934818466
"131","ENSGALG00000000220","","GgaAffx.137.1.S1_at",1338.32331195686,-0.380680482766732,0.316196683958945,-1.20393572127455,0.228614423831775,0.446959681051794
"132","ENSGALG00000000220","","GgaAffx.25327.1.S1_at",1338.32331195686,-0.380680482766732,0.316196683958945,-1.20393572127455,0.228614423831775,0.446959681051794
"133","ENSGALG00000000220","","Gga.10382.1.S1_s_at",1338.32331195686,-0.380680482766732,0.316196683958945,-1.20393572127455,0.228614423831775,0.446959681051794
"134","ENSGALG00000000221","PROM2","GgaAffx.139.1.S1_s_at",0.949725792228017,0.0169436860829585,0.452630155213493,0.0374338428136027,0.970139088909218,NA
"135","ENSGALG00000000223","TMEM183A","Gga.5519.1.S1_at",162.147999102369,-0.302610412108394,0.234698849859084,-1.28935617831142,0.197274288720791,0.40870667359291
"136","ENSGALG00000000225","MGAT4C","Gga.2933.1.S1_at",12.4776341856211,-0.239016299043545,0.51909217996043,-0.460450587141893,0.645192831326268,0.803304648105249
"137","ENSGALG00000000226","TMEM9","GgaAffx.142.1.S1_at",6.82968118967903,-0.879594145315573,0.534968581588846,-1.64419776335873,0.100135358812961,0.265318852207773
"138","ENSGALG00000000227","DPYSL2","Gga.3569.1.S1_a_at",1385.14781780477,0.476325258542216,0.403756591352743,1.17973370278944,0.238106144939463,0.457763223671307
"139","ENSGALG00000000230","CBX1","Gga.50.1.S1_at",40.1320622679782,0.658964950782847,0.427142227140637,1.54272958493023,0.12289640053297,0.302697130778948
"140","ENSGALG00000000231","BNIP3L","GgaAffx.11837.1.S1_s_at",1660.62615282655,0.769695198495042,0.210198014813504,3.66176245374129,0.000250486069047415,0.00404350978222618
"141","ENSGALG00000000233","SP2","GgaAffx.145.1.S1_at",2.71143658248711,0.147116489770796,0.555031011002311,0.265059945939099,0.790963282528781,0.897657256553573
"142","ENSGALG00000000234","EPB41L4A","GgaAffx.25360.1.S1_at",44.1170296783704,0.203701169402491,0.44716317294783,0.455541023335248,0.648720061377918,0.805720142086765
"143","ENSGALG00000000235","PPP2R2A","Gga.9510.1.S1_at",1214.47706798378,0.283518302172747,0.301060250579935,0.941732764875481,0.346329475673055,0.566494161256239
"144","ENSGALG00000000235","PPP2R2A","GgaAffx.11793.1.S1_s_at",1214.47706798378,0.283518302172747,0.301060250579935,0.941732764875481,0.346329475673055,0.566494161256239
"145","ENSGALG00000000238","MVP","GgaAffx.12290.2.S1_s_at",1.23193061246783,0.162585641125612,0.458684699913716,0.354460572057879,0.722993747280474,NA
"146","ENSGALG00000000238","MVP","GgaAffx.12290.1.S1_s_at",1.23193061246783,0.162585641125612,0.458684699913716,0.354460572057879,0.722993747280474,NA
"147","ENSGALG00000000239","","GgaAffx.146.1.S1_at",1.33377013415818,-0.925822615852174,0.507723845683737,-1.82347672602494,0.0682312189353001,NA
"148","ENSGALG00000000241","STARD4","GgaAffx.12320.1.S1_at",3422.27136543161,-0.138301212775588,0.354154886797119,-0.390510530650437,0.696159069894724,0.836657075298667
"149","ENSGALG00000000241","STARD4","Gga.15316.1.S1_s_at",3422.27136543161,-0.138301212775588,0.354154886797119,-0.390510530650437,0.696159069894724,0.836657075298667
"150","ENSGALG00000000242","EBF2","Gga.9484.1.S1_at",120.389643264438,-1.33108887182271,0.403707850387063,-3.29715875117737,0.000976682798254266,0.0114293097673684
"151","ENSGALG00000000243","RDM1","Gga.1356.1.S1_at",824.727063932559,0.502635014663954,0.214934466619539,2.33855008258718,0.019358730812011,0.0936544560236051
"152","ENSGALG00000000244","CAMK4","Gga.12229.1.S1_at",40.1397297964381,0.582635189184032,0.311612629436799,1.86974189793614,0.061519668271474,0.195510227971705
"153","ENSGALG00000000244","CAMK4","GgaAffx.25376.1.S1_at",40.1397297964381,0.582635189184032,0.311612629436799,1.86974189793614,0.061519668271474,0.195510227971705
"154","ENSGALG00000000247","WDR36","GgaAffx.13113.1.S1_at",1330.1253747844,0.360490801576253,0.387339951272301,0.930683241922614,0.352017440800232,0.572249584843475
"155","ENSGALG00000000247","WDR36","Gga.15911.1.S1_s_at",1330.1253747844,0.360490801576253,0.387339951272301,0.930683241922614,0.352017440800232,0.572249584843475
"156","ENSGALG00000000249","GH1","Gga.1267.1.S1_a_at",1.50016143054147,0.360382276684677,0.39010612442603,0.923805739309821,0.35558746649093,NA
"157","ENSGALG00000000251","CD79B","GgaAffx.151.1.S1_s_at",0.800068495177294,-0.0820165509678946,0.434066799176324,-0.188949145899957,0.850132674413909,NA
"158","ENSGALG00000000252","SCN4A","GgaAffx.152.1.S1_at",0.59543133070227,-0.211464832331685,0.300446384975605,-0.703835502460298,0.481535221486728,NA
"159","ENSGALG00000000252","SCN4A","GgaAffx.345.1.S1_at",0.59543133070227,-0.211464832331685,0.300446384975605,-0.703835502460298,0.481535221486728,NA
"160","ENSGALG00000000252","SCN4A","GgaAffx.445.1.S1_at",0.59543133070227,-0.211464832331685,0.300446384975605,-0.703835502460298,0.481535221486728,NA
"161","ENSGALG00000000253","SLC25A46","GgaAffx.12924.1.S1_at",79.0772427782654,-0.41151765835377,0.405682362679813,-1.01438390280369,0.310399602310652,0.533487530338296
"162","ENSGALG00000000253","SLC25A46","GgaAffx.153.1.S1_s_at",79.0772427782654,-0.41151765835377,0.405682362679813,-1.01438390280369,0.310399602310652,0.533487530338296
"163","ENSGALG00000000255","MAN2A1","Gga.17644.1.S1_at",273.594855649599,-0.884370742173403,0.411408166319052,-2.14961883252352,0.0315853775181904,0.128628936103698
"164","ENSGALG00000000255","MAN2A1","GgaAffx.155.1.S1_at",273.594855649599,-0.884370742173403,0.411408166319052,-2.14961883252352,0.0315853775181904,0.128628936103698
"165","ENSGALG00000000255","MAN2A1","GgaAffx.156.1.S1_at",273.594855649599,-0.884370742173403,0.411408166319052,-2.14961883252352,0.0315853775181904,0.128628936103698
"166","ENSGALG00000000255","MAN2A1","Gga.17667.1.S1_at",273.594855649599,-0.884370742173403,0.411408166319052,-2.14961883252352,0.0315853775181904,0.128628936103698
